1.wav|ŋu lɔ-hɔ-ɦəʔ , noŋ-ɲi ?
762.wav|ŋu iɔ1 kʰʷəŋ tɔ pɐʔ=ti pø=ze kɑ̃=kɑ̃ cʰi=le .
763.wav|ŋu ʦʰø1 hɔ i1=zɑ̃ i=ɦɤ=zy cʰɪʔ=ʦɔ=ve .
764.wav|ŋu zəŋ-kʷɑ̃1 le dɑ vəʔ=ɟɪʔ lɔ , ʦəʔ1=hɔ ʦʰəʔ=məŋ mɑ dɑ-pɪɲ ɦiɤ-diɔ .
765.wav|ŋu kʰu=i toʔ=toʔ=dɪɲ=dɪɲ cʰɪʔ ɲiɤ=nɑ mi pɔ1 ci=de , wəʔ=ʦe pʰɔ1=ve ʦiã=ʦʰe .
766.wav|ŋu 'me=tʰi1 ʦɔ=lɑ̃ pɐʔ=ti ʦoŋ=li=kʰe oʔ=li , cy=ti=ʦoŋ kʰe=sz koŋ1=ʦoʔ .
767.wav|zoŋ zɑ̃-pø-ɲiɪʔ ɪʔ=zəʔ ʦu=tɔ ɦiɑ=kʰʷɑ=dɤ .
768.wav|ʦoŋ1=lɑ̃=ɕiã zəʔ-ɲi ti=ʦoŋ ʦu=ɦiɤ , tɔ ɑ1-'lɑ te-we zəʔ-dɑ̃ cʰi cʰɪʔ=ʦoŋ1=ve .
769.wav|ɑ1-'lɑ cɪɲ=zã ʦu=tɔ ɦo-pø-tʰi1 ɪʔ=ti ʦoŋ , ɦəʔ=ve zz soŋ zɑ̃ le-ku .
77.wav|ŋu hʷø=ɕi kʰø1=sz .
770.wav|ʦu=hɔ sã1=wəʔ ɪʔ-pe ŋ-ti pø=we tɔ=oʔ=li cʰɪʔ=ɦiɑ=ve .
771.wav|ɦiɑ=dɤ ɦiɑ=pɔ fe1=fe1 , di=zz kʰø1=kʰø1 , dɑ hɔ ɦioʔ zy kʰʷəŋ-kɔ .
772.wav|ŋu ɦiɑ=li=ɕiã ɪʔ=zəʔ ʦʰəʔ-cʰi gəʔ , tʰəʔ bã=ɦiɤ ɪʔ=dɔ bɐʔ=siã1=siã1 .
773.wav|we=le ʦe zɑ̃ zɑ̃=mɑ̃ , fɐʔ=fɐʔ  , loŋ=tɔ zəʔ-ɪʔ ti=ʦoŋ ʦe kʰʷəŋ-kɔ .
774.wav|noŋ ɦi=le lɐʔ=lɐʔ ʦu=sɑ ?
775.wav|ŋu=lɐʔ=lɐʔ tã=di=nɔ .
776.wav|noŋ-ku bã=ɦiɤ ɟɪɲ=le lɐʔ=he=mɑ̃ ti=sɑ ?
777.wav|ɦi ɪʔ=zəʔ lɐʔ=he ʦu=sã1-i .
778.wav|moʔ=zi ŋu m-məʔ lɐʔ ʦu=sɑ .
779.wav|noŋ-ku bã=ɦiɤ nɑ-nəŋ ɦe m-məʔ le 'lɑ ?
78.wav|zɪɲ ɦi ʦu sɐʔ ?
780.wav|noŋ kʰø1 , ɦi le 'ləʔ .
781.wav|tʰi1=cʰi ɪʔ=tʰi1 pi ɪʔ=tʰi1 lã .
782.wav|ɦi me-me-ciɔ lɐʔ=lɐʔ kø=zɑ̃ cʰi .
783.wav|ɦi iɔ1 zɑ̃ ʦɪɲ 'ləʔ .
784.wav|noŋ vəʔ=iɔ1 lɐʔ=lɐʔ=ʦɑ̃ kɑ̃=du !
785.wav|noŋ lɐʔ=he təŋ sɑ-ɲɪɲ ɑ ?
786.wav|ŋu vəʔ təŋ sɑ-ɲɪɲ .
787.wav|ʦəŋ-ku zɑ̃=pø=tʰi1 , ŋu=ze lɐʔ=he=mɑ̃ tã=zz .
788.wav|zoʔ=ɲiɪʔ ŋu tã=di=ɦo le-ku zəŋ-kʷɑ̃1 , noŋ lɐʔ=lɐʔ ʦu=sɑ ?
789.wav|gəʔ=tʰɔ vɑ̃=ʦz zz ɑ1-'lɑ nø-ŋ pɑ̃ ɲy-si təŋ=gəʔ .
79.wav|ʦʰɪɲ ɦi pɑ̃ ŋu pu zɪʔ ɪɲ1=vəŋ .
790.wav| ɲɪɲ 'nɑ  kʰø1 , ʦʰɑ̃=kʰe lɐʔ=lɐʔ , zz-vɑ̃-ke məŋ ɦɑ-məʔ kʷe !
791.wav|ɦi lɑ ʦʰoŋ=ʦʰoŋ=mɑ̃=mɑ̃ cʰi-kʰø1 ʦoʔ=ɟy pi-se , oʔ=li məʔ-zz ze=tʰe lɐʔ=he .
792.wav|ʦʰe=ʦʰɪʔ hɔ lɐʔ=he , vəʔ=ɕiɔ=təʔ sɑ=gəʔ=zəŋ-kʷɑ̃1 le=sɔ .
793.wav|siɔ=ʦʰe tʰe 'ləʔ ɪʔ de=ʦz , cʰɪʔ zã lɐʔ he gəʔ ɲioʔ-tʰɑ̃ tu1 m-məʔ sɤ1 hɔ .
794.wav|ɲɪɲ 'nɑ kʰø1 , ɦi lɑ sz=vɑ̃ li tɔ sɤ1=ʦoʔ təʔ ʦʰɪɲ1=ʦʰɪɲ1=sɑ̃=sɑ̃ gəʔ .
795.wav|siɑ=zz de kɔ1=dɤ ɪʔ-dɪʔ ʦø=ɲiɪʔ sz li wəŋ=lɐʔ=he ci=pəŋ kʰɑ=tʰoŋ1 sz .
796.wav|ziã kɔ1=dɤ ci=ʦã ku=səʔ=ku=ɕiã1 ku-zz ɦo=ko lɐʔ=he .
797.wav|dɑ vɑ̃=ci=li=ɕiã kɑ1-sã1 tɔ vəʔ tʰe1-pe1 lɐʔ=he !
798.wav|ɪʔ=tʰɔ ɦoŋ-moʔ kɑ1-sã1 iɔ1 zəʔ ci-ve ɦiã=si le !
799.wav|zəŋ-kʷɑ̃1 ɦe=ʦɔ lɐʔ=he le , dɑ-ciɑ1 zu-ɦo le=gɑ gɑ=se1=wu vɐʔ .
8.wav|ɦiɤ sɐʔ hɔ=zz=tʰi vɐʔ ?
80.wav|noŋ ciɐʔ=ʦəʔ nɑ-nəŋ ?
800.wav|zo=wu li ʦe ʦʰoŋ=ti sz=lɐʔ=he .
801.wav|ɑ1-'lɑ zu=lɐʔ=he kʰø1=kʰø1 di=zz .
802.wav|nɔ , ʦoʔ=ɟy tʰɪʔ təʔ ʦəŋ1=hɔ cɪɲ=ʦã lɐʔ=he .
803.wav|iɔ1 təŋ ɦi tʰɪʔ hɔ , ɦe-ɦiɤ ɪʔ=ɕiɪʔ lɐʔ=he le !
804.wav|ɑ1-'lɑ iɔ1 we-cʰi le , noŋ tʰoʔ ɐʔ1-lɐʔ-ɦəʔ zz=tʰi ɪʔ=dɪɲ ly=sɪɲ1 lɐʔ=he .
805.wav|noŋ ve cʰɪʔ=ku 'ləʔ vɐʔ ?
806.wav|ŋu ɦe-məʔ-cʰɪʔ ku .
807.wav|noŋ cɪɲ1=ʦɔ1 cʰi tø li ku=vɐʔ ?
808.wav|ŋu i cɪɲ=ʦã ɦiø məʔ-cʰi tø li 'ləʔ .
809.wav|noŋ sã1=ŋ-pʰi cʰɪʔ=ku vɐʔ ?
81.wav|hɔ-ku , zy=təʔ nəŋ=dɪɲ hɔ 'ləʔ .
810.wav|lɐʔ liã=ɲi zi cʰɪʔ=ku ɪʔ=tʰɑ̃1 .
811.wav|ŋu=mɑ 'ləʔ siɔ=ʦʰe , sɔ=hɔ 'ləʔ ve , təŋ ŋu r-ʦz we=le cʰɪʔ=ve .
812.wav|i=cɪɲ təŋ 'ləʔ pø-ku ʦoŋ=dɤ 'ləʔ .
813.wav|ŋu we-ʦʰɪɲ 'ləʔ ʦoŋ=ti koŋ1=pɑ̃=mɑ̃ tã=sɔ hɔ 'ləʔ vɑ̃=ci .
814.wav|noŋ kʰø1 , de=ʦz kɔ1=dɤ ɦe pɑ-liɔ ɪʔ-dɪʔ ɦiã=pe .
815.wav|tɔ=ɦi le ŋu-ɦiɤ tã hɔ liɔ-liã pʰi1 kɔ=ʦz .
816.wav|təŋ tʰi1=hɔ 'ləʔ , ŋu=iɔ1 'ne kɔ=ʦz soŋ=tɔ ʦʰəʔ=pe=zo cʰi .
817.wav|ŋu r-ʦz kəŋ1 siɔ wɑ̃=mɑ dɪʔ=pʰi cʰi-'ləʔ .
818.wav|ɦi cʰi-mɑ liɔ-liã tʰɑ̃1 ze m-məʔ mɑ=tɔ .
819.wav|ŋu kʰø1 ɦi zz , cʰɪʔ-liɔ kʰʷəŋ , kʰʷəŋ 'ləʔ cʰɪʔ , tã=tã ɦiɤ-ɕi , le=zz le !
82.wav|ɦe-ɦiɤ bɪʔ-ɦəʔ zz=tʰi vɐʔ ?
820.wav|tʰi1=liã=kʰʷɑ 'ləʔ , ŋu=iɔ1 ʦɤ-liɔ .
821.wav|sz=kʰe kʰʷɑ le , pʰɔ1=pe1=zo cʰɪʔ-liɔ ʦe ʦɤ .
822.wav|zəŋ-kʷɑ̃1 iɔ1 tɔ=kʰʷɑ 'ləʔ , noŋ nɑ-nəŋ ɦe ŋɑ fɐʔ ŋɑ fɐʔ .
823.wav|ŋu=iɔ1 tɔ ʦʰɔ1=zz cʰi , zoʔ pʰɔ1=mi ɑ , ʦy=ɲiã=ɦiø=ʦz ɑ , ze iɔ1=mɑ .
824.wav|zoʔ=ɲiɪʔ ŋu kʰʷɑ=iɔ1 ʦʰəʔ=məŋ gəʔ zəŋ-kʷɑ̃1 , ɦi tɔ ɪʔ ɦiɔ ɪʔ ɦiɔ gəʔ le 'ləʔ .
825.wav|ɦi lɑ zɑ̃=pø zəʔ-le zu 'ləʔ ɕiɪʔ , ciã ɦo-pø-ɲiɪʔ zy iɔ1=li kʰe zɑ̃=he .
826.wav|ŋu siã cʰi-mɑ ʦəʔ1 y=bø , noŋ tʰəʔ ŋu ɪʔ=dɔ cʰi hɔ vɐʔ ?
827.wav|ŋu ku-r ʦz=ʦã dɑ-liɔ ɕi1=mɑ̃ ʦu i-sã1 .
828.wav|zz=ku ŋu gəʔ ŋe sã1=wəʔ kʰu=i ʦu=kʷã1 , ŋu=iɔ1 li=pɑ=ɪʔ tɔ nø-cɪɲ1 cʰi .
829.wav|ciɑ-sz ŋu-kɑ̃ po=noŋ tʰɪɲ , dɑ-ciɑ1 vəʔ=iɔ1 ʦɤ=le ʦɤ-cʰi , noŋ=ɦiɤ i-ci ?
83.wav|ŋu hɔ=ʦʰɪʔ ɕiã1=i1 vɐʔ ?
830.wav|ɪʔ=te ŋu ɦiɤ-kʰu-nəŋ , ŋu zy=iɔ1 tʰiɔ-zɔ1 .
831.wav|ʦʰø-kɑ1 pʰɑ te-ɦəʔ ɦe-ɦo , noŋ-we ʦʰø1 ɑ1-li ɟi i1=zɑ̃ ?
832.wav|cɪɲ1=ʦɔ1 ʦʰø1 'ləʔ gəʔ=ɟi koŋ ɕi-ɕi gəʔ ʦʰəŋ=se1 , ŋu bɔ təʔ ʦʰəʔ-cʰi vɐʔ ?
833.wav|ʦoʔ=ɕɪɲ ɦi vəʔ we-cʰi ku=ʦʰəŋ1=ʦɪʔ 'ləʔ .
834.wav|ɑ1-'lɑ dɑ-ke cʰi-ɦəʔ , pəʔ1-ku iɔ1=kʰø1 tʰi1=cʰi nɑ-nəŋ ʦe cyɪʔ=dɪɲ .
835.wav|zɑ̃-he-ɲɪɲ dɑ̃ mo-lu ɪʔ ʦɐʔ1 tɪɲ , dɑ-ke ɦɑ-zz tu1=zz səŋ1-tʰe ɪʔ=ʦoŋ .
836.wav|ciɔ1-kʷe mo-lu sɑ̃1=ti zɪʔ=ʦoŋ1 , sɑ̃1=pʰɪɲ lɪɲ=lɑ̃ mø=moʔ , ʦəŋ1 hɔ=kʰø1 !
837.wav|ɲɪɲ-ɦɑ ʦʰəʔ=le dɑ̃ fɐʔ dɑ̃ fɐʔ , ʦʰɪʔ=tɤ1=pɐʔ=tɤ1 , gɐʔ-le gɐʔ=cʰi .
838.wav|tɔ vəʔ=ɪʔ=dɪɲ iɔ1=mɑ sɑ-məʔ-zz , li sɑ ciɐʔ=cɪɲ .
839.wav|ɦiɤ-zəŋ-kʷɑ̃1 dɑ̃ dɑ̃ kʰø1=kʰø1 , lɪɲ lɪɲ=zz=mi , pɔ pɔ ŋe=foʔ .
84.wav|vɐʔ le=se1 , zɪʔ=te=vɐʔ kʰu=i .
840.wav|ɪʔ dɑ̃ mo-lu , ʦoŋ=kʷe ŋɔ=vəʔ=lɔ iɔ1=mɑ ti məʔ-zz we=ʦø cʰi .
841.wav|ɦi=le nɔ=mã gəʔ di=fɑ̃ , ɦiɑ=zz=mi ɦɑ-hɔ təʔ ɪʔ=tʰɐʔ=wu=du .
842.wav|nø-cɪɲ1 toŋ=lu kɔ1=dɤ pɐʔ=ɲi lɔ=ti tu1 , nø-cɪɲ1 si1=lu kɔ1=dɤ kɔ1=tɑ̃ ʦɪɲ1=pʰɪɲ=ti tu1 .
843.wav|wɑ=he=lu gəʔ sɑ̃1=pʰɪɲ kɔ1=iɑ zi=we , ɦiɤ he=pʰɑ tʰəʔ=səʔ .
844.wav|zi=ciɑ1 we sɑ̃1-cʰiø kɔ1=ʦoŋ1=ti1 tɑ̃ sɑ̃1=pʰɪɲ ze=ɦiɤ , ʦʰu=we cɪɲ=ɦɪɲ .
845.wav|ʦe=iɔ1 kʰe=ŋe kɑ , cʰi-kʰø1 zəŋ-mɪɲ=kʷɑ̃-zã ɦo dɤ-ɦəʔ di-ɦo sɑ̃1-zã .
846.wav|siɔ-hu=ʦz be ɲy-bã-ɦiɤ le bɐʔ=siã1 , ŋe=ʦɪɲ1 kʰø1 təʔ ŋ=ho1=pɐʔ=məŋ .
847.wav|de=de li gəʔ ʦʰɔ=pʰiɔ moʔ=kʰoŋ1 vəʔ=iɔ1=cɪɲ , cʰi zɪɲ=zz=doŋ ʦʰy=kʰʷø ci1 hɔ=le .
848.wav|zɑ̃=he ɪʔ=fɑ̃=mi ʦʰɐʔ tʰəʔ-liɔ ciɔ1-kʷe ɟy=vɑ̃ ʦz , ɪʔ=fɑ̃=mi kʰe=pʰɪʔ 'ləʔ ciɔ1-kʷe sɪɲ1=vɑ̃=ʦz .
849.wav|ci=ʦʰɪɲ1=cɪʔ 'ləʔ ʦɤ1-we kʰoŋ1=cʰi , ɦiɤ kɑ̃-ti1 'ləʔ zz=ʦoŋ1=sɪɲ1 gəʔ cʰi=uəŋ .
85.wav|ŋu siã tã ʦəʔ1 di=ɦo , le=se1 vɐʔ ?
850.wav|loʔ=di tɑ̃=ʦoŋ1 , kɑ-se1 lɔ , bɔ=pu lɔ , wu=boʔ lɔ , di=ɦiø foŋ-kʷɑ̃1 təŋ=təŋ .
851.wav|bɐʔ=siã1 zɑ̃=he sɪɲ1 zɔ-ɦəʔ loʔ=di ɦɑ hɐʔ ɦiɤ-cɪɲ !
852.wav|mɪɲ=cʰi ʦø=ɕiã ku-zz lɐʔ=lɐʔ tʰɑ=bɪɲ ɟiɔ loʔ=di tɑ̃=ʦoŋ1 zɔ 'ləʔ-ku " sɪɲ1=tʰi1=di " .
853.wav|nɔ zz=ʦoŋ1=sɪɲ1 pʰɪʔ=ʦʰəʔ sɪɲ1-ɦəʔ tʰi1=di , nɔ ʦoŋ1 ʦʰy=zɪɲ , ɦiɤ ʦʰɑ̃=sɪɲ1 lɔ .
854.wav|ɪʔ ʦɐʔ1 ʦã-zã gəʔ wu=boʔ sz ci-ho ʦʰɪɲ1=sɑ̃ !
855.wav|ɪʔ zã-bɑ te kʰu=məŋ vɑ̃=ʦz , ŋɑ=piɔ ɦe=ziã ɟy loŋ=dɑ̃ .
856.wav|li=ɕiã kʰe-liɔ ɪʔ be be ɤ=səʔ siɔ=ti , zɪɲ-diɔ hɐʔ tiɑ !
857.wav|tɔ gəʔ=tɐʔ le tɤ1 ɪʔ=tɤ1 , kø-ciɐʔ vəʔ=iɔ1 tʰəʔ hɔ ɔ !
858.wav| ʦz=dɤ tɔ sɑ=di=fɑ̃ mɑ ?
859.wav|gəʔ-ɦəʔ məʔ-zz ci=di ?
86.wav|məʔ vəŋ=di , noŋ tã hɔ 'ləʔ .
860.wav|gəʔ ʦəʔ1 ʦɔ=siã1=ci1 'ne-ʦʰəʔ le pəʔ ŋu kʰø1=kʰø1 ciɔ .
861.wav|gəʔ=ʦoŋ ɦiã=ʦz gəʔ bi-kɐʔ=ʦz  ɲɪɲ 'nɑ  ɦiɤ=təʔ mɑ=vɐʔ ?
862.wav|kɑ=di zz ɲie=ŋ kʰʷe ŋ-koʔ .
863.wav|ciɑ=cy=gəʔ ! kʰu=i bi=ɲi ti=vɐʔ ?
864.wav|tʰəʔ ne=kʰø1 'ləʔ , ɦiɤ-vəʔ-ɦiɤ kʰʷø=səʔ sɪɲ1 ɪʔ=ti gəʔ ?
865.wav|noŋ kʰø1 gəʔ-ɦəʔ liã=ɦiã tɑ̃=ʦoŋ1 ɑ1-li ɪʔ=ɦiã hɔ ?
866.wav|zz=mɔ zz zz=mɔ ɪʔ=ti 'ləʔ , kɑ=di tʰəʔ-du !
867.wav|vəʔ=iɔ1 ciɑ bɪʔ=ciɐʔ gəʔ , iɔ1 ʦəŋ1=ʦoŋ1 ɪʔ=ŋe gəʔ !
868.wav|cɪɲ1=ʦɔ1 gəʔ ŋe məʔ-zz dɑ ke=kɑ , noŋ tʰɪɲ ci hɔ=le .
869.wav|vəʔ=iɔ1 zz dɑ-ɕɪɲ=hu ɔ , siɔ=di=fɑ̃ səŋ1-ʦʰe gəʔ !
87.wav|gəʔ ʦɐʔ1 sɤ=ci1 me-hɔ gəʔ , hɔ kʰø1=kʰø1 ciɔ=vɐʔ ?
870.wav|hu=səʔ pʰã=pʰã=ɕiã gəʔ ! ɑ1-'lɑ zoŋ-le vəʔ ʦu ɪʔ=ʦʰiã=dɤ gəʔ sã1-i gəʔ .
871.wav|kɑ=di hɔ tã ʦəʔ=dɤ vɐʔ ?
872.wav|gəʔ ŋe=zz ʦɔ=dɤ .
873.wav|pɑ̃ ŋu kʰe=ʦã fɐʔ=pʰiɔ .
874.wav|ɦi=le tɔ=ʦʰz ɦiɤ " ʦʰɔ1=zz " , ɪʔ=ci=dɤ kʰu=i mɑ ciɔ1-kʷe məʔ-zz .
875.wav|pəʔ1-ku zɑ̃=he ɦe-ɦiɤ vəʔ sɔ siɔ=tʰe=dɤ , mɑ məʔ-zz kʰu=i tʰɔ=kɑ=we-kɑ .
876.wav|e , gəʔ ŋe cyɪʔ=ʦz ci=di ɪʔ=cɪɲ1 ɑ ?
877.wav|siɑ=lɐʔ he=zəʔ=kʰʷe ŋ=cɪɲ1 , ŋu kʰu=i mɑ pəʔ=noŋ zəʔ=ɲiø loʔ=cɪɲ1 .
878.wav|ŋu tu1 mɑ=ti , hɔ ʦe  kʰɤ=ɟiã  ɪʔ=ŋe vɐʔ ?
879.wav|noŋ kʰø1 ɦo-dɤ liã ʦɐʔ1 kəʔ siɔ-ɦəʔ .
88.wav|tɑ̃=zø kʰu=i , noŋ kʰø1=hɔ 'ləʔ .
880.wav|ŋu zz tʰoŋ=hu , noŋ=iɔ1 ci məʔ , zy ʦəʔ1=hɔ zəʔ=ɲiø ŋ=cɪɲ1 .
881.wav|hɔ 'ləʔ hɔ 'ləʔ ! zy zəʔ=ɲiø ŋ=cɪɲ1 vɐʔ .
882.wav|noŋ ʦəʔ1 ʦʰəŋ ɦiɤ-vəŋ-di vɐʔ ?
883.wav|ɑ1-'lɑ tʰi1=tʰi1 lɐʔ gəʔ=tɐʔ ʦu=sã1-i , vəʔ-we ciɔ-noŋ cʰɪʔ-kʰʷe gəʔ !
884.wav|kəʔ=məʔ ʦe=kɑ1 ŋu liã ʦɐʔ1 !
885.wav|hɔ-ku , noŋ 'ne-cʰi hɔ 'ləʔ .
886.wav|ɦi ʦã ku-zz se1=koʔ=səŋ1=pʰe , lɪʔ=lɐʔ=he kʰø1=zɑ̃-cʰi hɐʔ=se !
887.wav|siɔ=lɪɲ gəʔ mi=mɔ sã1=təʔ=ɲioŋ , ŋe=ʦɪɲ1 ɦiɤ-dɑ , ŋe=zɪʔ=mɔ lɔ-zã .
888.wav|ɦi ku-tʰi ɦɪɲ sã1=təʔ ɦɪɲ=ʦʰəŋ le ! wu=ciɐʔ=kʰʷəʔ , iɔ1=səŋ1 si , du-bi ɦiɤ-ɦiɤ ci1=ɲioʔ .
889.wav|ɦi bɪɲ=zã ʦz=i tø li lɔ , ɕioŋ=ci1 foʔ=ci1 tu1=zz pɑ̃1 pɑ̃1 ŋã=gəʔ !
89.wav|ɦi nɑ-nəŋ ɦe=məʔ we=le ?
890.wav|vəʔ ziã ɦiɤ=ʦoŋ nø=siɔ=nø , sã1='ləʔ si=si ʦã-zã , ziã kəŋ1 dɤ=ŋɑ=ʦʰe .
891.wav|ɦi məʔ , ɦiɤ-zz ɑ=təŋ1=təŋ1 , ɦiɤ-zz zɑ̃=təʔ ɲioʔ ɦɑ ze ʦʰəʔ=le .
892.wav|cʰɪʔ təʔ tʰəʔ=tu1 , zã-təʔ bø le=iɔ1 si , ne=məʔ iɔ1 ɪɲ=ɕiã fɐʔ=ɦioʔ .
893.wav|ciɐʔ ɪʔ-ʦã 'ləʔ məʔ , zy ɕi=təʔ miɔ-diɔ təʔ=le , pɑ=cʰi  le=məʔ lɔ pʰiɔ=liã gəʔ 1
894.wav|noŋ kʰø1 ɦi gɑ̃ nɔ gəʔ ɦiã=ʦz , tɔ-ɦɑ me kʰu e .
895.wav|ɦi tã=pe1 təʔ iɔ1=li=iɔ1=cʰi , gɑ̃=dɤ sz vəʔ=de 'ləʔ !
896.wav|səŋ1=tʰi hɔ=məʔ , ɲɪɲ lɔ cʰi-cɪɲ ; vəʔ hɔ məʔ , sɑ=zz=tʰi ɦɑ məʔ=siã ʦu .
897.wav|ɪʔ=pʰəʔ lɔ=dɤ lɔ=tʰɑ , tʰi1=tʰi1 vəʔ tʰəʔ=pe1 , ue=iɔ1 ŋɑ̃=dɤ ʦø=səŋ1 tʰi .
898.wav|zoŋ-siɔ vəʔ tø li , ɪʔ-ɲiɪʔ-tɔ-ɦiɑ ʦu=koŋ1 kʰu , ne=məʔ loŋ ʦʰəʔ ɦɤ be .
899.wav|sã1=wəʔ iɔ1 ʦu=si , cʰɪʔ=ve iɔ1=cʰɪʔ ʦʰu , se1=ʦʰø1 vəʔ cʰɪʔ=tu1 .
9.wav|məʔ sɐʔ=tʰəʔ bɪʔ-ɦəʔ .
90.wav|e mi tɪʔ li=gəʔ tɪʔ tu1=sɔ ɦiø ɑ ?
900.wav|cʰi=cʰi 'məŋ='məŋ sã1-mɔ-bɪɲ , ɕi1=ɕi1=hɑ=hɑ tʰi1=zɤ=mɪɲ .
901.wav|ɟɪɲ dɑ-ɦioʔ , ɟɪɲ tʰi=dɤ , ɟɪɲ=wø i1=zɑ̃ , ɟɪɲ tã=sɔ vɑ̃=ci .
902.wav|ʦø=hɔ be ɪʔ=pəŋ kɑ1-ɦioŋ i=we sɤ=ʦʰɐʔ lɐʔ ʦəŋ=dɤ pi , zã=zã fe1=fe1=kʰø1 .
903.wav|zoʔ=ɲiɪʔ ŋu-cʰi kʰø1=i-sã1 lɔ ʦu ci-zo , kʰø1=kʰø1 ɦiɤ-vəʔ-ɦiɤ sɑ mɔ=bɪɲ .
904.wav|mɑ̃ 'ləʔ vəʔ ʦz=i ɕy1-sɪʔ lɔ tø li , ɦo-tʰɑ̃1 sã1 dɑ=mɔ=bɪɲ cʰi le=le vəʔ=ɟɪʔ .
905.wav|pu=ɦiɐʔ hɔ zz hɔ , pəʔ1-ku ɦiɐʔ=pu vəʔ=zz zəʔ=pu .
906.wav|ləŋ=tɔ ŋu 'ləʔ , zz vɐʔ ?
907.wav|noŋ zu-ɦo le , ɦiɤ sɑ vəʔ=səʔ=i ?
908.wav|sɪɲ1=kʰɤ=dɤ ɦiɤ=ŋe tʰoŋ lɔ , ve cʰɪʔ=vəʔ=loʔ .
909.wav|ɑ1=zz gəʔ=tɐʔ tʰoŋ ? gəʔ-ɦəʔ-zz we=tʰoŋ .
91.wav|noŋ 'ləʔ he ɑ1-li ʦəʔ1 dɑ-ɦoʔ doʔ=sz ?
910.wav|tʰoŋ-liɔ ci-ɲiɪʔ 'ləʔ ? noŋ lɔ=ʦɔ we=bɪɲ ɦiɤ=vɐʔ ?
911.wav|tʰoŋ=zz tʰoŋ ku=ɕiɪʔ gəʔ , m-məʔ ɦi=le=ciɑ li-ɦe .
912.wav|we=kʰɤ nɑ-nəŋ ? siã vəʔ=siã tʰu ?
913.wav|ɦiɤ=ti oʔ=sɪɲ1 , de=zz tʰu vəʔ ʦʰəʔ=le .
914.wav|vəʔ fɑ̃=sɪɲ1 məʔ , noŋ-cʰi ʦu ʦəʔ1 we=cɪɲ=ʦo ɪʔ-zo .
915.wav|gəʔ ŋe=ɦiɐʔ ɪʔ=tʰi1 cʰɪʔ se1=ʦʰz .
916.wav|ve ɦɤ ɦiɐʔ=sz cʰɪʔ bɪɲ ke=dɤ ɪʔ ke=dɤ , ɦiɐʔ=pʰi cʰɪʔ=ɪʔ lɪʔ .
917.wav|ne ɦo-tʰɑ̃1 ɪʔ=dɪɲ=iɔ1 vɑ̃-ʦz zɐʔ-lã , cʰɪʔ=ve vəʔ iɔ1=cʰɪʔ 'ləʔ ku=dɤ .
918.wav|ʦã ɦiø=vɐʔ=ci , noŋ ʦø=ɟɪɲ hɔ=vɐʔ ?
919.wav|ŋu me-hɔ gəʔ , noŋ ne , kɑ̃=kɑ̃ zoŋ ɕiã-ɦo-dɤ we le-ɑ ?
92.wav|noŋ hɔ ly=li gəʔ=kɑ̃ ɪɲ1=vəŋ vɐʔ ?
920.wav|zz-ku , ŋu ɑ1 me-hɔ .
921.wav|nɑ-nəŋ noŋ ɦi=le zɑ̃-he-ɦe-ɦo kɑ̃='ləʔ kəʔ hɔ ?
922.wav|zz vɐʔ , ŋu ʦz1=zi ɪʔ=dø zəŋ-kʷɑ̃1 ɪʔ=zəʔ lɐʔ=lɐʔ mɑ̃=lɑ̃ siã1=ɦoʔ zɑ̃-he-ɦe-ɦo .
923.wav|mɑ̃=lɑ̃ siã1 ɑ1 hɔ-ɦoʔ zɑ̃-he-ɦe-ɦo ɑ ?
924.wav|zz-ku , ŋu ɑ1 zz tʰɪɲ bã=ɦiɤ ciɑ-zɔ gəʔ .
925.wav|zz sɐʔ=mɑ̃ ze ?
926.wav|zz he zz=mɑ̃ . ŋu tʰi1=tʰi1 tɔ ɦi lɑ zɑ̃-he-ɦe-ɦo zz=ti ɦoʔ-zɪʔ , kʰu=i le si=ʦo te-zz , tʰɪɲ loʔ=ɪɲ1 , ɦoʔ=te ɦo .
927.wav|ɲiø=le noŋ=ɦiɤ kəʔ hɔ-ku koŋ1=ɟy pɑ̃=mɑ̃ . mɑ̃=ʦz zz tu1=sɔ ?
928.wav|mɑ̃=ʦz zz  
929.wav|te=vəʔ=cʰi , ɦi=le sɑ-zəŋ-kʷɑ̃1 'ləʔ ?
93.wav|noŋ ʦø=kɔ1 ɦoʔ-lɪʔ zz sɑ ?
930.wav|zəʔ=ti cʰyɪʔ zəʔ-ŋ=fəŋ1 .
931.wav|ɲɪɲ 'nɑ iɐʔ-hɔ le sɑ-zəŋ-kʷɑ̃1 bã dɤ-ɦəʔ ?
932.wav|ɦe-ɦiɤ pø-ku ʦoŋ=dɤ , zəŋ-kʷɑ̃1 lɔ ʦʰoŋ1=z gəʔ .
933.wav|ŋu ʦoŋ1=lɑ̃ siã1 zəʔ-ɲi ti=pø ɦe-iɔ1 tɔ=pʰu toŋ-cʰi .
934.wav|ɦiɑ=ve ɦe-məʔ hɔ , iɔ1 tɔ loʔ=ti pø .
935.wav|ŋu=lɐʔ ɪʔ-ku ʦoŋ=dɤ i=zi zy=cʰɪʔ 'ləʔ ʦoŋ1=ve .
936.wav|mɪɲ zɔ1-noŋ cy=ti ʦoŋ=iɔ1 tɔ gəʔ=tɐʔ le .
